0, 10680
1100,   304
368,   984
1088,   304
1092,   316
1076,   324
356,  1008
356,  1012
1076,   320
348,  1024
1064,   332
344,  1028
348,  1024
1076,   332
1076,   332
340,  1048
1052,   336
340,  1044
340,  1040
1052,   340
340,  1052
324,  1044
1052,   344
340,  1052
324,  1052
328, 10700
1060,   328
348,  1044
1052,   340
1068,   340
1060,   348
344,  1044
324,  1056
1036,   348
332,  1060
1040,   360
328,  1052
328,  1052
1036,   356
1052,   364
320,  1060
1036,   372
308,  1064
312,  1060
1036,   364
320,  1068
316,  1060
1032,   372
316,  1060
320,  1060
316, 10708
1040,   356
332,  1052
1048,   352
1048,   364
1044,   360
316,  1060
320,  1052
1044,   372
312,  1060
1036,   372
308,  1068
312,  1068
1036,   348
1060,   356
328,  1060
1028,   380
312,  1060
308,  1064
