0,  5568
1120,  2348
2264,  1212
1096,  1200
1108,  2364
1104,  1196
1112,  1192
2260,  2360
1100,  1200
2260,  2364
1104,  1208
1088,  1220
2248,  1216
1096,  1216
1100,  2364
2248,  2384
2252,  2360
1104,  1208
2260,  1216
1092,  2368
1096,  1216
1088,  1224
1096,  1216
1092,  1216
1096,  1220
1088,  1216
1100,  5576
1104,  2364
2260,  1216
1100,  1220
1088,  2372
1096,  1212
1096,  1224
2244,  2372
1096,  1224
2248,  2372
1096,  1224
1080,  1232
2244,  1216
1092,  1232
1080,  2384
2244,  2376
2236,  2392
1080,  1232
2236,  1220
1104,  2368
1092,  1232
1084,  1224
1088,  1228
1084,  1224
1084,  1232
1084,  1232
1080,  5584
1100,  2384
2244,  1224
1092,  1224
1084,  2384
1088,  1228
1080,  1224
2240,  2392
1088,  1216
2244,  2380
1088,  1224
1092,  1224
2236,  1232
1088,  1224
1080,  2384
2236,  2392
2236,  2380
