0, 30937
4244, 1488
360, 720
360, 720
724, 360
360, 720
360, 720
360, 720
720, 360
360, 724
720, 360
720, 360
720, 360
720, 364
360, 724
720, 364
360, 724
720, 364
356, 724
720, 360
356, 724
360, 724
720, 364
356, 724
356, 724
360, 728
356, 724
360, 724
356, 724
356, 724
356, 724
720, 364
356, 724
720, 364
356, 724
716, 364
356, 724
716, 364
356, 724
720, 364
356, 728
716, 7844
4840, 1500
356, 728
356, 728
716, 364
356, 720
356, 728
356, 728
716, 368
356, 728
716, 364
716, 368
712, 368
716, 368
352, 728
716, 368
352, 728
716, 368
352, 728
716, 368
352, 728
352, 728
716, 368
352, 728
352, 728
352, 728
352, 728
