0,183488
7600,  2508
7272,  1084
684,   320
300,   724
300,   724
676,   332
688,   344
292,   716
684,   340
676,   352
676,   352
676,   352
288,   740
676,   352
676,   352
288,   740
668,   348
292,   744
292,   744
280,   736
288,   736
292,   732
292,   736
668,   356
668,   356
284,   752
284,   748
280,   744
280,   748
676,   352
280,   744
284,   748
284,   744
280,   744
284,   748
672,   364
272,   744
676,   360
280,   740
280,   752
280,   748
664,   372
276,   748
664,   360
668,   364
664,   368
272,   756
660,   368
272,   756
660,   380
272,   716
7232,  1112
660,   368
272,   756
264,   764
656,   368
656,   372
260,   764
656,   368
656,   380
648,   384
652,   372
260,   764
656,   372
644,   380
260,   772
648,   380
256,   780
256,   768
256,   760
268,   756
268,   760
268,   756
660,   376
648,   376
264,   764
272,   756
272,   756
264,   764
648,   376
264,   768
264,   764
260,   764
264,   776
260,   768
648,   380
260,   764
644,   384
264,   764
260,   764
252,   764
656,   380
260,   764
656,   372
656,   372
656,   380
256,   760
656,   384
256,   760
656,   380
268,   728
7212,  1120
640,   388
