0, 23908
700,   644
1340,  1356
668,   632
1388,  1296
728,   604
720,   612
1388,  1292
1372,  1308
700,   632
1344,  1352
640,   688
1320,  1368
656, 23912
724,   624
1396,  1296
712,   620
1368,  1336
672,   664
1332,  1372
636,   700
1312,  1376
664,   660
1352,  1340
668,   664
1336,  1352
664, 23936
680,   656
1360,  1328
692,   640
1368,  1336
688,   656
1336,  1360
640,   700
1308,  1380
636,   700
636,  1376
648,   684
1332,  1356
656, 23936
672,   668
1324,  1372
644,   692
1320,  1372
664,   660
1352,  1344
676,   656
1344,  1344
672,   668
1328,  1368
640,   700
1308,  1380
628, 23956
