0, 14916
356,   364
348,   364
348,   360
348,   372
340,   372
340,   368
348,   372
340,   372
344,   364
340,   380
340,   368
348,  3724
716,   380
340,   752
380,   380
340,   744
356,   740
720,   372
356,   740
344,   756
340,   756
340,   752
716,   384
708,   388
332,   760
336,   752
340,   752
716,   380
708,   392
328,   760
340,   752
708,   384
704,   384
332,   760
696,   392
700,   392
328, 15284
340,   388
340,   380
340,   376
344,   384
332,   388
332,   388
332,   388
332,   384
336,  3740
708,   388
332,   760
708,   384
332,   752
340,   752
336,   752
340,   752
708,   392
