0, 14916
356,   364
348,   364
348,   360
348,   372
340,   372
340,   368
348,   372
340,   372
344,   364
340,   380
340,   368
348,  3724
716,   380
340,   752
716,   380
348,   744
340,   752
340,   744
356,   740
720,   372
356,   740
344,   756
340,   744
724,   376
716,   376
708,   380
712,   388
340,   744
340,   752
340,   752
716,   380
716,   376
340,   752
716,   376
340,   752
344,   752
340,   752
716,   380
716,   376
344,   752
340,   752
340,   756
332,   760
332,   760
344,   752
340,   752
336,   760
708,   384
336,   760
332,   752
344,   752
716,   376
340,   756
340,   752
716,   384
708,   388
332,   760
336,   752
340,   752
716,   380
708,   392
328,   760
340,   752
708,   384
704,   388
708,   384
708,   388
708,   3000
