0,  5652
1180,   300
440,   924
1164,   236
1136,   264
1156,   244
408,   952
416,   948
1144,   256
400,   964
1124,   276
400,   968
400,   976
1104,   304
1088,   312
392,   984
1104,   296
384,   992
384,   992
1096,   304
380,  1000
360,  1012
1108,   304
356,  1012
372,  1008
364, 10664
1104,   308
368,  1000
1092,   316
1084,   316
1080,   328
360,  1008
372,  1008
1084,   324
364,  1008
1080,   328
356,  1012
360,  1016
1076,   332
1076,   324
356,  1032
1068,   332
340,  1040
340,  1028
1064,   340
344,  1044
332,  1040
1052,   352
340,  1036
332,  1052
324, 10688
1068,   340
340,  1028
1072,   332
1068,   344
1052,   348
340,  1052
320,  1052
1044,   348
328,  1052
1044,   356
324,  1060
328,  1052
1036,   356
1056,   352
328,  1068
1028,   364
328,  1060
308,  1068
