0,  5436
1256,  1068
1268,  2184
1216,  1092
1216,  1096
1204,  1096
1208,  1096
1212,  1096
2356,  2272
1180,  1128
2328,  2288
1172,  1144
1164,  1140
2328,  1148
1152,  1172
1148,  2332
2292,  2324
2288,  2340
1128,  1188
2272,  1192
1120,  2356
1128,  1188
1112,  1192
1120,  1196
2272,  1192
1112,  1204
1112,  6724
1120,  1192
1120,  2356
1112,  1192
1112,  1200
1112,  1204
1120,  1192
1112,  1200
2264,  2356
1120,  1204
2260,  2352
1112,  1208
1104,  1212
2248,  1224
1096,  1216
1108,  2356
2248,  2380
2252,  2368
1096,  1212
2264,  1220
1088,  2364
1112,  1212
1096,  1216
1092,  1224
2244,  1224
1088,  1224
1088,  6740
1096,  1224
1100,  2368
1092,  1216
1096,  1224
1088,  1220
1096,  1224
1088,  1220
2252,  2368
1088,  1220
2252,  2376
1092,  1224
1088,  1220
2256,  1228
1080,  1224
1092,  2376
2244,  2388
