0,5288
1300, 1212
1268, 2436
2540, 1204
1268, 1216
1252, 1228
1244, 1256
1220, 1248
1248, 1224
1260, 1212
1240, 1244
1236, 2472
1264, 1200
1288, 1212
2496, 1244
1252, 1224
1260, 2424
2516, 1240
1220, 2480
2552, 2436
2488, 1232
1280, 2420
1272, 1212
2504, 2464
1288, 5304
1248, 1252
1236, 2456
2516, 1212
1280, 1208
1240, 1236
1224, 1260
1236, 1268
1228, 1236
1240, 1232
1232, 1252
1216, 1256
1240, 1244
1224, 1268
1196, 2488
1248, 1244
1236, 1240
2504, 1240
1248, 1232
1228, 2464
2496, 1240
1216, 2484
2496, 2484
2516, 1224
1224, 2464
1260, 1224
2512, 2464
1264, 5324
1216, 1268
1248, 2452
