0,  6908
1272,   520
564,  1276
1172,   632
1160,   640
472,  1284
1252,   556
592,  1240
1292,   500
572,  1200
612,  1172
1284,   528
1260,   576
528,  1336
1164,   692
428,  1380
1172,   588
520,  1228
1268,   528
1300,   512
580,  1224
1272,   552
1268,   564
560,  1300
1216,   640
448,  1356
432,  1336
468,  1292
520,  1260
560,  1252
568,  1260
560,  1284
560,  1208
560,  7036
1152,   608
484,  1272
1232,   540
1280,   540
584,  1240
1276,   548
572,  1260
1272,   540
544,  1292
476,  1352
1136,   672
1132,   656
468,  1300
1232,   588
560,  1276
1268,   524
564,  1232
1248,   556
1240,   564
528,  1320
1172,   688
1128,   728
408,  1376
1188,   580
528,  1232
548,  1236
556,  1240
552,  1260
552,  1268
552,  1308
504,  1376
452,  1352
408,  6984
1260,   520
572,  1224
